,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11693109407047657,0.1718813373298012,0.18538339961877223,0.26268025081706636,0.1504206014787458,0.15798229358866062,0.09392699799377925,0.1739073060220534,0.20854649000408865
세아베스틸지주,0.11693109407047657,1.0,0.1355249893021526,0.1374128605480061,0.18565279181254574,0.19006782705928132,0.15386392460600554,0.10020317774588652,0.14436132151276293,0.2408841604829871
오리온홀딩스,0.1718813373298012,0.1355249893021526,1.0,0.241714107414518,0.3984314919775661,0.3412284696392303,0.25225174383585286,0.2482126037991175,0.27171052427808456,0.29222005379075544
아모레퍼시픽홀딩스,0.18538339961877223,0.1374128605480061,0.241714107414518,1.0,0.2773806480082384,0.1457730546011567,0.1966983193143837,0.12070384220198224,0.1876587995373734,0.36008915626162424
현대지에프홀딩스,0.26268025081706636,0.18565279181254574,0.3984314919775661,0.2773806480082384,1.0,0.3186137709854327,0.3649024084855545,0.24484371929624824,0.24017184000575184,0.35973968844878196
영원무역홀딩스,0.1504206014787458,0.19006782705928132,0.3412284696392303,0.1457730546011567,0.3186137709854327,1.0,0.3262661798814405,0.1738726744327304,0.16313831610498272,0.1946534095012553
삼성물산,0.15798229358866062,0.15386392460600554,0.25225174383585286,0.1966983193143837,0.3649024084855545,0.3262661798814405,1.0,0.2755043148141118,0.2264118673620493,0.289938856181052
KT,0.09392699799377925,0.10020317774588652,0.2482126037991175,0.12070384220198224,0.24484371929624824,0.1738726744327304,0.2755043148141118,1.0,0.4508599442583094,0.28276237959721606
LG유플러스,0.1739073060220534,0.14436132151276293,0.27171052427808456,0.1876587995373734,0.24017184000575184,0.16313831610498272,0.2264118673620493,0.4508599442583094,1.0,0.3122952904202022
강원랜드,0.20854649000408865,0.2408841604829871,0.29222005379075544,0.36008915626162424,0.35973968844878196,0.1946534095012553,0.289938856181052,0.28276237959721606,0.3122952904202022,1.0
